,tweet,sentiment,tweet,location
468,"I saw a recent article discussing the shift towards plant-based protein from animal-based protein and the growth of companies like Beyond Meat, Impossible Foods, and Growthwell during the COVID-19 pandemic.⁣
⁣
Even… https://t.co/BD1G64xTGb",0.16666666666666666,"#ShoutOut to the #Motherland &amp; #Oceania. #KeepingCOVIDcontained
#Africa #Melanesia ✊🏼✊🏽✊🏾✊🏿
#COVID19 #Pandemic @ Nashville, Tennessee https://t.co/crSPQXxM2N",Tennessee
469,"Now is NOT the time to revert back to old habits and old ways of thinking. Right now, today, this week, during COVID. Is the time to REFORM your mind to a higher level of thinking. Don’t revert, REFORM. 

Link in… https://t.co/dxlq9dKCYy",0.0,"I saw a recent article discussing the shift towards plant-based protein from animal-based protein and the growth of companies like Beyond Meat, Impossible Foods, and Growthwell during the COVID-19 pandemic.⁣
⁣
Even… https://t.co/BD1G64xTGb",New York
470,"davidvoicestein needs to learn and practice zoom etiquette. #Zoommeeting #comedy #2020 #coronavirus #covid19 #NEWNORMAL #thewonderyears #pnandfriends #pnisawesome for the full episode of ""PN &amp; FRIENDS: THE… https://t.co/6XOyPyqT11",-0.1875,"Now is NOT the time to revert back to old habits and old ways of thinking. Right now, today, this week, during COVID. Is the time to REFORM your mind to a higher level of thinking. Don’t revert, REFORM. 

Link in… https://t.co/dxlq9dKCYy",Michigan
471,Today is my dad’s 74th birthday. We’re not celebrating how we’d like to this year. That’s because he’s been in the hospital for almost 2 weeks fighting Covid-19. He needs oxygen to… https://t.co/OpNH4hhsXB,0.0,"davidvoicestein needs to learn and practice zoom etiquette. #Zoommeeting #comedy #2020 #coronavirus #covid19 #NEWNORMAL #thewonderyears #pnandfriends #pnisawesome for the full episode of ""PN &amp; FRIENDS: THE… https://t.co/6XOyPyqT11",New York
472,We have been working hard to prepare the best &amp; safest #driveinmovie experience for all on the #eastend .. Three weekends Six great movies! All for #charity ! Go to https://t.co/wKn6GxLg8K to reserve your #socialdistancing in mind… https://t.co/GR6wGZqofu,0.03905723905723904,Today is my dad’s 74th birthday. We’re not celebrating how we’d like to this year. That’s because he’s been in the hospital for almost 2 weeks fighting Covid-19. He needs oxygen to… https://t.co/OpNH4hhsXB,California
473,Obligatory Castle pic.... #disneymagickingdom #covid19 @ Disney's Magic Kingdom https://t.co/qSh7wGKVRH,0.0,We have been working hard to prepare the best &amp; safest #driveinmovie experience for all on the #eastend .. Three weekends Six great movies! All for #charity ! Go to https://t.co/wKn6GxLg8K to reserve your #socialdistancing in mind… https://t.co/GR6wGZqofu,New York
474,"Downtown Disney began its phased reopening today and from what I saw, lots of long lines and wait times. There are temperature screenings prior to entry, face masks required, social distancing marks so you can… https://t.co/tymIvbMrDt",-0.9765625,Obligatory Castle pic.... #disneymagickingdom #covid19 @ Disney's Magic Kingdom https://t.co/qSh7wGKVRH,Florida
475,"We are so excited for our next show and are looking for vendors and companies!  Our new January dates are January 30th &amp; 31st. 
We are moving forward with a floor plan that meets social distancing standards. Safety… https://t.co/kwAao9hRvL",0.25,"Downtown Disney began its phased reopening today and from what I saw, lots of long lines and wait times. There are temperature screenings prior to entry, face masks required, social distancing marks so you can… https://t.co/tymIvbMrDt",California
476,😋 Just When You Thought Your Bonetown Burger Couldn’t Get Any Better!  #supportsmallbusiness #cranston #hailandgrill #hailandsmoke #eatstrongri #socialdistancing #takeout #onlineordering #wearamask #fightcovid19 @… https://t.co/NuJC2Pp3bY,-0.04166666666666666,"We are so excited for our next show and are looking for vendors and companies!  Our new January dates are January 30th &amp; 31st. 
We are moving forward with a floor plan that meets social distancing standards. Safety… https://t.co/kwAao9hRvL",Washington
477,"Thursday 7/9 - 5pm to 8pm
Due to COVID-19 cases increase we are providing:
+ Outdoor seating only (our backyard is looking prettier than ever)
+ Curbside pick up 
+ Contactless delivery 

Check out our menu at… https://t.co/kLTOgcUmwP",0.3,😋 Just When You Thought Your Bonetown Burger Couldn’t Get Any Better!  #supportsmallbusiness #cranston #hailandgrill #hailandsmoke #eatstrongri #socialdistancing #takeout #onlineordering #wearamask #fightcovid19 @… https://t.co/NuJC2Pp3bY,Rhode Island
478,"&gt;&gt;FOCUS YOUR THOUGHTS&lt;&lt;⁣
⁣
No matter what has happened to you during this time of lockdown, you can still overcome it. ⁣
⁣
Whether you got in some debt, lost your office space, or haven’t spoken to your patients in… https://t.co/fwTRfikJso",0.06818181818181818,"Thursday 7/9 - 5pm to 8pm
Due to COVID-19 cases increase we are providing:
+ Outdoor seating only (our backyard is looking prettier than ever)
+ Curbside pick up 
+ Contactless delivery 

Check out our menu at… https://t.co/kLTOgcUmwP",Texas
479,"Hotlanta we made it! 
Camp Covid 2020  
The chronicles of Mike &amp; @SthefaniF  based on a true story 🏕 #camping #adventures #optoutside #jeeplife #jeep #jeepgirls #travel @ High Falls, Georgia https://t.co/yyZlJhQuMk",0.4208333333333333,"&gt;&gt;FOCUS YOUR THOUGHTS&lt;&lt;⁣
⁣
No matter what has happened to you during this time of lockdown, you can still overcome it. ⁣
⁣
Whether you got in some debt, lost your office space, or haven’t spoken to your patients in… https://t.co/fwTRfikJso",California
480,"Working remotely is the best!
.
.
.
.
#workingfromhome #workingremotely #beyourownboss #enterpreneur #jewelerlife #photography #allinone #pinoy #filipino #workfromhome #workmode #newnormal @ Palm Springs, California https://t.co/aI503STgsb",-0.3333333333333333,"Hotlanta we made it! 
Camp Covid 2020  
The chronicles of Mike &amp; @SthefaniF  based on a true story 🏕 #camping #adventures #optoutside #jeeplife #jeep #jeepgirls #travel @ High Falls, Georgia https://t.co/yyZlJhQuMk",Georgia
481,"Summer Jawn in full quarantine 
#miamibeach #miamilife #southflorida #florida #dadecounty #quarantinelife #quarantine #summervibes #summertime #summer #summer2020 @ Miami, Florida https://t.co/3ufpO6r0Gf",-0.016666666666666666,"Working remotely is the best!
.
.
.
.
#workingfromhome #workingremotely #beyourownboss #enterpreneur #jewelerlife #photography #allinone #pinoy #filipino #workfromhome #workmode #newnormal @ Palm Springs, California https://t.co/aI503STgsb",California
482,"Summer Jawn in full quarantine 
#miamibeach #miamilife #southflorida #florida #dadecounty #quarantinelife #quarantine #summervibes #summertime #summer #summer2020 @ Miami, Florida https://t.co/3ufpO69pOH",0.5,"Summer Jawn in full quarantine 
#miamibeach #miamilife #southflorida #florida #dadecounty #quarantinelife #quarantine #summervibes #summertime #summer #summer2020 @ Miami, Florida https://t.co/3ufpO6r0Gf",Florida
483,"Working from home this morning and couldn’t say no to some selfies...
#flanaganshenanigans @ Santa Clarita, California https://t.co/3plbG0GDQD",0.35,"Summer Jawn in full quarantine 
#miamibeach #miamilife #southflorida #florida #dadecounty #quarantinelife #quarantine #summervibes #summertime #summer #summer2020 @ Miami, Florida https://t.co/3ufpO69pOH",Florida
484,"davidvoicestein is a cheater. #swindler #dirtbag #awful #coronavirus #uncertaintimes #friendship #toxicrelationship #thewonderyears #pnandfriends #pnisawesome for the full episode of ""PN &amp; FRIENDS: THE QUARANTINE… https://t.co/qdPSV2wd8D",0.5694444444444444,"Working from home this morning and couldn’t say no to some selfies...
#flanaganshenanigans @ Santa Clarita, California https://t.co/3plbG0GDQD",California
485,#allabouttoday   I’m so blessed and highly favored in the Lord on my Birthday today July 9th...in spite of covid-19 and everything else that’s going on in the world.  My birthday wish is to have Good  Health for… https://t.co/dKobWAYFf8,-0.005555555555555557,"davidvoicestein is a cheater. #swindler #dirtbag #awful #coronavirus #uncertaintimes #friendship #toxicrelationship #thewonderyears #pnandfriends #pnisawesome for the full episode of ""PN &amp; FRIENDS: THE QUARANTINE… https://t.co/qdPSV2wd8D",New York
486,"#Brunch with jeff.letourneau at #WatsonsOriginalSodaFountain, practicing #socialdistancing and wearing masks. #restaurant #foodporn #yummy #pancakes #breakfast #brunching #foodie #delicious #instagood #dessert… https://t.co/jsvTdNBnN5",0.13636363636363635,#allabouttoday   I’m so blessed and highly favored in the Lord on my Birthday today July 9th...in spite of covid-19 and everything else that’s going on in the world.  My birthday wish is to have Good  Health for… https://t.co/dKobWAYFf8,California
487,"Special Promotion for July 
1 Week of Brazilian JiuJitsu
for only $20 
* Limited Capacity 
* 1 Free Shirt
* 1 Free Towel
* No Contracts
* No Hidden Fees
.
Due to pandemic we required to follow protocols to keep our… https://t.co/7eOrMKbqo1",0.625,"#Brunch with jeff.letourneau at #WatsonsOriginalSodaFountain, practicing #socialdistancing and wearing masks. #restaurant #foodporn #yummy #pancakes #breakfast #brunching #foodie #delicious #instagood #dessert… https://t.co/jsvTdNBnN5",California
488,"Neat #handsanitizer!
It’s #foolsgin from #28miledistilling in #illinois.
I found it at @jondugdale @ Kincaid's Meat Market https://t.co/4VlOx2S1Hn",0.0,"Special Promotion for July 
1 Week of Brazilian JiuJitsu
for only $20 
* Limited Capacity 
* 1 Free Shirt
* 1 Free Towel
* No Contracts
* No Hidden Fees
.
Due to pandemic we required to follow protocols to keep our… https://t.co/7eOrMKbqo1",California
489,"THE TIME IS FINALLY HERE!
We are so excited to announce that we will be opening up 3rd-5th grade ministry this Thursday and Sunday! COVID gave us the perfect opportunity to do something we have been praying about… https://t.co/S2ASLVwbt5",0.46,"Neat #handsanitizer!
It’s #foolsgin from #28miledistilling in #illinois.
I found it at @jondugdale @ Kincaid's Meat Market https://t.co/4VlOx2S1Hn",Indiana
490,We were social distancing &amp; chasing conspiracy theories BEFORE it was cool. 😎 Except maybe with puppies &amp; doubling up on scooters &amp; behind closed doors at @thelodgedallas &amp; getting crammed into airplane seats... ✈️… https://t.co/JXzoyCNW7M,0.8,"THE TIME IS FINALLY HERE!
We are so excited to announce that we will be opening up 3rd-5th grade ministry this Thursday and Sunday! COVID gave us the perfect opportunity to do something we have been praying about… https://t.co/S2ASLVwbt5",Illinois
491,"Pre-COVID I could never imagine spending almost three weeks planning for some summertime swimming in RI, but here we are. 
It was killing me to think that Aurora would go an entire summer without swimming once after… https://t.co/2hc76xfz55",0.35,We were social distancing &amp; chasing conspiracy theories BEFORE it was cool. 😎 Except maybe with puppies &amp; doubling up on scooters &amp; behind closed doors at @thelodgedallas &amp; getting crammed into airplane seats... ✈️… https://t.co/JXzoyCNW7M,Texas
492,"New Visual: ""Pain’""- @iamtresolid feat. @LILDARRION out now. Link in his Bio #PMGRECORDS🏚 #oOB #TreSolid #Sacramento #Empire #LosAngeles #Texas #Atlanta #Vegas #Miami #Quarantine #NewVideo #MusicVideo #Artist… https://t.co/MA48Jxkhqu",0.35,"Pre-COVID I could never imagine spending almost three weeks planning for some summertime swimming in RI, but here we are. 
It was killing me to think that Aurora would go an entire summer without swimming once after… https://t.co/2hc76xfz55",Rhode Island
493,"Another round of Limited Editions Reusable Masks are now available at https://t.co/lR2jeWDmvN shop!! Link in my bio! ⬆️
Wear a mask to stop the spread of COVID!! This type of sharing is not caring!! 🖤😷
#ecofriendly… https://t.co/vcBnnzi8RL",0.5,"New Visual: ""Pain’""- @iamtresolid feat. @LILDARRION out now. Link in his Bio #PMGRECORDS🏚 #oOB #TreSolid #Sacramento #Empire #LosAngeles #Texas #Atlanta #Vegas #Miami #Quarantine #NewVideo #MusicVideo #Artist… https://t.co/MA48Jxkhqu",California
494,"Tie-dying while camping is a family tradition. So, while camping during COVID, what do you tie-dye? Masks! #covidcamping @ Sherwin Creek Campground https://t.co/tKhL2nRHOR",-0.325,"Another round of Limited Editions Reusable Masks are now available at https://t.co/lR2jeWDmvN shop!! Link in my bio! ⬆️
Wear a mask to stop the spread of COVID!! This type of sharing is not caring!! 🖤😷
#ecofriendly… https://t.co/vcBnnzi8RL",Washington
495,"So you’ve just landed an internship–congrats! What are steps you can take to succeed in your role, even during #COVID19? While this piece is relevant for remote internships during summer 2020, our advice can be widely applied to any internship.   https://t.co/2SVbO5Rugr",1.0,"Tie-dying while camping is a family tradition. So, while camping during COVID, what do you tie-dye? Masks! #covidcamping @ Sherwin Creek Campground https://t.co/tKhL2nRHOR",California
496,"Learn 📝 from my experience during this pandemic.
•
•
Don’t stress y’all. Stay confident about the future and keep pushing! If anything, go harder and faster 💨
•
•
I battle with a lot and I’m sure you do too. Being… https://t.co/URQR1Zso5q",0.1491496598639456,"So you’ve just landed an internship–congrats! What are steps you can take to succeed in your role, even during #COVID19? While this piece is relevant for remote internships during summer 2020, our advice can be widely applied to any internship.   https://t.co/2SVbO5Rugr",New York
497,"All bongs $99 or less @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke… https://t.co/066sG4oGKQ",0.4895833333333333,"Learn 📝 from my experience during this pandemic.
•
•
Don’t stress y’all. Stay confident about the future and keep pushing! If anything, go harder and faster 💨
•
•
I battle with a lot and I’m sure you do too. Being… https://t.co/URQR1Zso5q",Minnesota
498,"All bongs $99 or less @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke… https://t.co/DGW2gWt3Ek",-0.02916666666666668,"All bongs $99 or less @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke… https://t.co/066sG4oGKQ",Colorado
499,"@TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria #headyglass… https://t.co/HEG0WRcthL",0.0,"All bongs $99 or less @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke… https://t.co/DGW2gWt3Ek",Colorado
500,"@TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria #headyglass… https://t.co/SAHnOhyRp7",0.11363636363636365,"@TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria #headyglass… https://t.co/HEG0WRcthL",Colorado
501,"Although we have always taken safety measures before Covid, we have been taking extra precautions of sanitation and disinfection. Seeing our clients once again brings a smile to our face (although our masks might be… https://t.co/Dd5RZNtWWY",0.0,"@TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria #headyglass… https://t.co/SAHnOhyRp7",Colorado
502,"BREAKING: Trump’s Former, Weasel Lawyer, Michael Cohen, Is Heading Back To Jail After Being Spotted In NYC Restaurant Post-COVID Release https://t.co/FFJIngbmbc https://t.co/uJel4QhCBv",0.13,"Although we have always taken safety measures before Covid, we have been taking extra precautions of sanitation and disinfection. Seeing our clients once again brings a smile to our face (although our masks might be… https://t.co/Dd5RZNtWWY",California
503,"2 for the price of 1 @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke… https://t.co/XsawGpXbP4",0.2125,"BREAKING: Trump’s Former, Weasel Lawyer, Michael Cohen, Is Heading Back To Jail After Being Spotted In NYC Restaurant Post-COVID Release https://t.co/FFJIngbmbc https://t.co/uJel4QhCBv",Oregon
504,"Here are the latest #covid_19 reports in Louisiana with 71,994 overall and 2,849 cases in Ouachita parish. Please continue to practice social distancing and follow all CDC guidelines, wash your hands and wear a mask!… https://t.co/cuTk9T1kHE",0.16266233766233765,"2 for the price of 1 @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke… https://t.co/XsawGpXbP4",Colorado
505,"2 for $30 @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria… https://t.co/E8NSpcYTkZ",0.0,"Here are the latest #covid_19 reports in Louisiana with 71,994 overall and 2,849 cases in Ouachita parish. Please continue to practice social distancing and follow all CDC guidelines, wash your hands and wear a mask!… https://t.co/cuTk9T1kHE",Louisiana
506,#tbt It’s a tough life but someone’s gotta live it 😜Pre-Corona getaway with the wifey in Bora Bora. When the world goes back to normal I look forward to doing it all over again. Until then L.A real estate due to… https://t.co/syCPX1v1OI,0.03333333333333333,"2 for $30 @TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria… https://t.co/E8NSpcYTkZ",Colorado
507,"@TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria #headyglass… https://t.co/p0udGuldQC",0.0,#tbt It’s a tough life but someone’s gotta live it 😜Pre-Corona getaway with the wifey in Bora Bora. When the world goes back to normal I look forward to doing it all over again. Until then L.A real estate due to… https://t.co/syCPX1v1OI,California
508,"Despite not being a car-guy I had an after midnight pandemic miracle: I spotted an MG Midget around the corner from my friend’s place. Quite nearly, the only car I can recognize...… https://t.co/elNhHc1dKS",0.0,"@TheBombFederal 3431 s Federal Blvd 
Englewood, Co 80110 
COVID precautions taken‼️
#bombheadshopfederal #headshop #smokeshop #cannabis #glass #cbd #weed #cannabiscommunity #glassofig #smoke #tabacaria #headyglass… https://t.co/p0udGuldQC",Colorado
509,"My favorite album of 2019 #sturgillsimpson #soundandfury on limited edition red #vinyl. Bummed that COVID canceled his MSG concert back in May. I had third row center floor. 😢#vinylcollection @ New York, New York https://t.co/Y4R6kwwYCA",0.23125,"Despite not being a car-guy I had an after midnight pandemic miracle: I spotted an MG Midget around the corner from my friend’s place. Quite nearly, the only car I can recognize...… https://t.co/elNhHc1dKS",New York
510,"#Repost @00PN00
• • • • • •
davidvoicestein is a cheater. #swindler #dirtbag #awful #coronavirus #uncertaintimes #friendship #toxicrelationship #thewonderyears #pnandfriends #pnisawesome for the full episode of ""PN… https://t.co/Sv9HzS8PmM",0.06666666666666668,"My favorite album of 2019 #sturgillsimpson #soundandfury on limited edition red #vinyl. Bummed that COVID canceled his MSG concert back in May. I had third row center floor. 😢#vinylcollection @ New York, New York https://t.co/Y4R6kwwYCA",New York
511,"Just here to remind you that even in a pandemic, Michigan STILL sucks..... oh and #WearADamnMask @ Happy Valley https://t.co/X2OHrODg2G",0.225,"#Repost @00PN00
• • • • • •
davidvoicestein is a cheater. #swindler #dirtbag #awful #coronavirus #uncertaintimes #friendship #toxicrelationship #thewonderyears #pnandfriends #pnisawesome for the full episode of ""PN… https://t.co/Sv9HzS8PmM",New York
512,"Forever trying to join depechemode 

📷: @Analyse_Cortez 
#photography #depechemode #quarantine #2020 #theend #alternative #music #musician #electronicmusic #pop #usa @ Los Angeles, California https://t.co/gWSBdELmPz",-0.26041666666666663,"Just here to remind you that even in a pandemic, Michigan STILL sucks..... oh and #WearADamnMask @ Happy Valley https://t.co/X2OHrODg2G",Pennsylvania
513,Social distancing. 272/... - Drinking a Lay Low by @MondayNight @ Oak Island  — https://t.co/4P7t0iKA2d,-0.26041666666666663,"Forever trying to join depechemode 

📷: @Analyse_Cortez 
#photography #depechemode #quarantine #2020 #theend #alternative #music #musician #electronicmusic #pop #usa @ Los Angeles, California https://t.co/gWSBdELmPz",California
514,End of era. Lost #100k job #Coronavirus #pandemic #covid_19 #covid19 #2020 #sailboat #kayak must go. Donate @lacma? #marinadelrey #marinadeley #losangeles #Hollywood #California @tinaeatsdrinks #c4jforever… https://t.co/rG6TrYWDPO,0.15,Social distancing. 272/... - Drinking a Lay Low by @MondayNight @ Oak Island  — https://t.co/4P7t0iKA2d,North Carolina
515,"Zero = The number of COVID-19 Cases traced to dental practices so far. 
...

Despite potential risks, both the World Health Organization and the CDC say there have been no confirmed cases of COVID-19 transmitted in… https://t.co/mzm6gyBx96",0.0,End of era. Lost #100k job #Coronavirus #pandemic #covid_19 #covid19 #2020 #sailboat #kayak must go. Donate @lacma? #marinadelrey #marinadeley #losangeles #Hollywood #California @tinaeatsdrinks #c4jforever… https://t.co/rG6TrYWDPO,California
516,"Eve O'Mahony's ""The Cute Whore"" on view from Ireland to the WWW...
#theatre #irisharts #eveomahony #pegplunkett #sexuality #sexpositivity #socialissues #webinar #mypandemicsurvivalplan #covid19 #pandemicsurvival @… https://t.co/VgJe5sQBXk",0.0998895202020202,"Zero = The number of COVID-19 Cases traced to dental practices so far. 
...

Despite potential risks, both the World Health Organization and the CDC say there have been no confirmed cases of COVID-19 transmitted in… https://t.co/mzm6gyBx96",California
517,End of era. Lost #100k job #Coronavirus #pandemic #covid_19 #covid19 #2020 #sailboat #kayak must go. bye #sharks #rays donate @lacma? #marinadelrey #marinadeley #losangeles #hollywood #California @tinaeatsdrinks… https://t.co/1XStWZ6CBr,0.18055555555555555,"Eve O'Mahony's ""The Cute Whore"" on view from Ireland to the WWW...
#theatre #irisharts #eveomahony #pegplunkett #sexuality #sexpositivity #socialissues #webinar #mypandemicsurvivalplan #covid19 #pandemicsurvival @… https://t.co/VgJe5sQBXk",Illinois
518,"Suck it up buttercup!! Wear a fucking mask!! #austintexas #austin #texas #covid19 #wearafuckingmask @ Austin, Texas https://t.co/Na53wWPLxU",0.0,End of era. Lost #100k job #Coronavirus #pandemic #covid_19 #covid19 #2020 #sailboat #kayak must go. bye #sharks #rays donate @lacma? #marinadelrey #marinadeley #losangeles #hollywood #California @tinaeatsdrinks… https://t.co/1XStWZ6CBr,California
519,"Private Pool Party!!!!
Covid-19 #ACCESSORYLADY💋 #blacklivesmatter #love #blackexcellence #blackgirlmagic #melanin #blackwomen #blacklove #blackpower #black #africa #blackisbeautiful #black girls rock #blackmen… https://t.co/7OZfUG9psg",0.0,"Suck it up buttercup!! Wear a fucking mask!! #austintexas #austin #texas #covid19 #wearafuckingmask @ Austin, Texas https://t.co/Na53wWPLxU",Texas
520,"Posting memories from last summer’s events, really thinking I #wishiwasthere . Did you know that close to 90% of hospitality jobs have been lost due to the pandemic? My profession, my PASSION, provides work for… https://t.co/VwqUgMo8oa",0.0,"Private Pool Party!!!!
Covid-19 #ACCESSORYLADY💋 #blacklivesmatter #love #blackexcellence #blackgirlmagic #melanin #blackwomen #blacklove #blackpower #black #africa #blackisbeautiful #black girls rock #blackmen… https://t.co/7OZfUG9psg",Georgia
521,"We are slowly but surely getting back to business! Rest assured when you book with our team we are practicing proper sanitation 100% of the time and did so prior to the pandemic. 
☺️
We love to be able to have our… https://t.co/nHvFZrrVXb",0.016666666666666666,"Posting memories from last summer’s events, really thinking I #wishiwasthere . Did you know that close to 90% of hospitality jobs have been lost due to the pandemic? My profession, my PASSION, provides work for… https://t.co/VwqUgMo8oa",Maryland
522,Our ‘Social Distancing Since the 90’s’ T comes in unisex or in our traditional tunic. Only a few more chances to grab this incredibly relevant and cheeky T until they are gone for good! Link in bio to shop. 💫 @ San… https://t.co/EHneDCPe5A,-0.16,"We are slowly but surely getting back to business! Rest assured when you book with our team we are practicing proper sanitation 100% of the time and did so prior to the pandemic. 
☺️
We love to be able to have our… https://t.co/nHvFZrrVXb",Arizona
523,"Dow Jones Futures: Apple, Amazon Lead Coronavirus Stock Market Rally; Tesla, Nio Reverse - Investor's Business Daily https://t.co/fHTAWUE7Pg",0.5,Our ‘Social Distancing Since the 90’s’ T comes in unisex or in our traditional tunic. Only a few more chances to grab this incredibly relevant and cheeky T until they are gone for good! Link in bio to shop. 💫 @ San… https://t.co/EHneDCPe5A,California
524,"I’m getting better at this cooking thing... Even though I still don’t really like doing it 😂😋🍔🍟☀️🌴🌴🌴

#miamilife #burger #fries #lunch #dinner #cook #chef #yummy #blessed #beach #ocean #socialdistancing

MY NEW Miami… https://t.co/xbEW6OTmHL",0.05000000000000001,"Dow Jones Futures: Apple, Amazon Lead Coronavirus Stock Market Rally; Tesla, Nio Reverse - Investor's Business Daily https://t.co/fHTAWUE7Pg",Pennsylvania
525,"New York City Recommends that Everyone Get Tested for COVID-19 @ New York City , USA https://t.co/wGx9Ifz8kh",0.35,"I’m getting better at this cooking thing... Even though I still don’t really like doing it 😂😋🍔🍟☀️🌴🌴🌴

#miamilife #burger #fries #lunch #dinner #cook #chef #yummy #blessed #beach #ocean #socialdistancing

MY NEW Miami… https://t.co/xbEW6OTmHL",Florida
526,"It’s Thursday. Felt like posting a pic after gym and pool. Hope everyone is having a good almost Friday!

-

#postworkout #postpool #warmweather #summer #quarantine #wearamask #besmart #bekind @ San Antonio, Texas https://t.co/bhJvoYfYVf",1.0,"New York City Recommends that Everyone Get Tested for COVID-19 @ New York City , USA https://t.co/wGx9Ifz8kh",New York
527,It’s always fun being around these two @CarePictures #carepictureslove #quesboomtv #socialdistancing #momanddad #love #family #momlife #dad #parents #mom #parenthood #motherhood #parenting  #dads #baby #parentingtips… https://t.co/R4UhAIP2sK,1.0,"It’s Thursday. Felt like posting a pic after gym and pool. Hope everyone is having a good almost Friday!

-

#postworkout #postpool #warmweather #summer #quarantine #wearamask #besmart #bekind @ San Antonio, Texas https://t.co/bhJvoYfYVf",Texas
528,"See you TONIGHT at HAPPY’s! This is an outdoor event and social distancing is applied with limited seating and space. Note: Due to possible inclement weather, there is a contingency option with the same social… https://t.co/JunzT75frK",0.3371428571428571,It’s always fun being around these two @CarePictures #carepictureslove #quesboomtv #socialdistancing #momanddad #love #family #momlife #dad #parents #mom #parenthood #motherhood #parenting  #dads #baby #parentingtips… https://t.co/R4UhAIP2sK,Arizona
529,"100% Cotton lined facemasks are available at https://t.co/WidPyNb3qj ! STAY PROTECTED! STAY SAFE! 

FumiDesigns Collection
Link in bio.
.
.
#covid19 #facemasks #fumidesigns #bridal #eveninggowns #weddingdress #weddingday… https://t.co/Q33oNJp1XE",-0.1,"See you TONIGHT at HAPPY’s! This is an outdoor event and social distancing is applied with limited seating and space. Note: Due to possible inclement weather, there is a contingency option with the same social… https://t.co/JunzT75frK",Illinois
530,"100% Cotton lined facemasks are available at https://t.co/WidPyNb3qj ! STAY PROTECTED! STAY SAFE! 

FumiDesigns Collection
Link in bio.
.
.
#covid19 #facemasks #fumidesigns #bridal #eveninggowns #weddingdress #weddingday… https://t.co/xdgQezHRGT",0.0,"100% Cotton lined facemasks are available at https://t.co/WidPyNb3qj ! STAY PROTECTED! STAY SAFE! 

FumiDesigns Collection
Link in bio.
.
.
#covid19 #facemasks #fumidesigns #bridal #eveninggowns #weddingdress #weddingday… https://t.co/Q33oNJp1XE",New York
531,"100% Cotton lined facemasks are available at https://t.co/WidPyNb3qj ! STAY PROTECTED! STAY SAFE! 

FumiDesigns Collection
Link in bio.
.
.
#covid19 #facemasks #fumidesigns #bridal #eveninggowns #weddingdress… https://t.co/vcuNRSataB",0.0,"100% Cotton lined facemasks are available at https://t.co/WidPyNb3qj ! STAY PROTECTED! STAY SAFE! 

FumiDesigns Collection
Link in bio.
.
.
#covid19 #facemasks #fumidesigns #bridal #eveninggowns #weddingdress #weddingday… https://t.co/xdgQezHRGT",New York
